"id","company_name","registration_number","category","state","original_website","aum","contact_email","contact_phone","business_summary","primary_focus","validated_urls","confidence_level","data_completeness"
831,"Sakthi Finance Limited","TEMP-1771699336",NULL,NULL,"https://sakthifinance.com/",NULL,NULL,NULL,"Sakthi Finance Limited exclusively deals with Used Commercial Vehicle Loans and Construction Equipment Loans, while also dealing with deceptive activities of wrong usage of their logo for selling Personal Loans.","Commercial Vehicle Financing","{team:https://sakthifinance.com/contact-us/,homepage:https://sakthifinance.com/,products:https://sakthifinance.com/investor-information/,about:https://sakthifinance.com/company/}","low","0.86"
832,"Salasar Securities Private Limited","TEMP-1771699338",NULL,NULL,"https://www.salasartrade.com/",NULL,NULL,NULL,"Salasar Stock Broking Ltd. is a stock broking firm that deals in financial market business, offering diversified financial services.","Multi-Product","{team:https://www.salasartrade.com/contact-us/,homepage:https://www.salasartrade.com/}","medium","0.86"
833,"Samaaru Finance Private Limited","TEMP-1771699340",NULL,NULL,"https://www.samaaru.com/",NULL,NULL,NULL,"Samaaru is an NBFC offering direct-to-farmer financial services, providing affordable finance to smallholder farmers in India through value chain organization.","MSME","{homepage:https://www.samaaru.com/}","medium","0.86"
834,"Samay Commercial Pvt Ltd","TEMP-1771699342",NULL,NULL,"http://www.samayfinserv.com/",NULL,NULL,NULL,"Samay Finserv is a finance consulting company that provides various financial services, including business loans, used car loans, cash credits, overdrafts, home loans, loan against property, machinery loans, mortgage loans, personal loans, retail loans, and SME loans.","SME Loan","{homepage:http://www.samayfinserv.com/}","medium","1.00"
835,"Sampark Consultants Ltd","TEMP-1771699344",NULL,NULL,"http://samparkfin.in/",NULL,NULL,NULL,"Sampark Fin Services is an NBFC that provides various financial services, including microfinance and lending products. The company has a strong management team with experienced professionals in banking and microfinance. Sampark Fin Services aims to provide financial solutions to retail and business customers across India.","MSME","{homepage:http://samparkfin.in/,team:http://samparkfin.in/management-team/,products:http://samparkfin.in/what-we-do/}","high","1.00"
836,"Sampat Marketing Co.(P) Ltd","TEMP-1771699346",NULL,NULL,"https://sampati.co.in/",NULL,NULL,NULL,"Sampati Securities Limited (SSL) is a Reserve Bank of India (RBI) registered NBFC engaged primarily in the business of disbursement of short-term and long-term business/corporate loans to individuals as well as Corporates.","Business/Corporate Loans","{homepage:https://sampati.co.in/}","medium","1.00"
837,"Sampati Securities Limited","TEMP-1771699348",NULL,NULL,"https://sampati.co.in/",NULL,NULL,NULL,"Sampati Securities Limited (SSL) is a Reserve Bank of India (RBI) registered NBFC engaged primarily in the business of disbursement of short-term and long-term business/corporate loans to individuals as well as Corporates.","Business/Corporate Loans","{homepage:https://sampati.co.in/}","medium","1.00"
838,"Samrat Fincap Private Limited","TEMP-1771699349",NULL,NULL,"https://www.samratfincap.com/",NULL,NULL,NULL,"Samrat Fincap Indraprastha is an NBFC that provides various loan products, including gold loans, property loans, two-wheeler loans, and three-wheeler loans. The company aims to provide a seamless customer experience with low interest rates and flexible repayment choices.","Multi-Product","{homepage:https://www.samratfincap.com/}","medium","0.86"
839,"Samrat Finvestors Pvt Ltd","TEMP-1771699354",NULL,NULL,"https://www.samratfincap.com/",NULL,NULL,NULL,"Samrat Fincap Indraprastha is an NBFC that provides various loan products, including gold loans, property loans, two-wheeler loans, and three-wheeler loans. The company aims to provide a seamless customer experience with low interest rates and flexible repayment choices.","Multi-Product","{homepage:https://www.samratfincap.com/}","medium","0.86"
840,"Samruthi Fincredit Private Limited","TEMP-1771699356",NULL,NULL,"https://samruthi.com/about-us/",NULL,NULL,NULL,"Samruthi Capital is an RBI-registered Non-Banking Finance Company that provides tailored financial solutions for self-employed individuals, micro, and small businesses. They offer flexible business loans, micro and affordable loans against property designed to meet diverse financial needs. Their aim is to catalyze economic empowerment and financial inclusivity.","MSME","{products:https://samruthi.com/services/,team:https://samruthi.com/contact-us/,about:https://samruthi.com/about-us/,homepage:https://samruthi.com/about-us/}","high","1.00"
841,"Sanghamithra Rural Financial services","TEMP-1771699357",NULL,NULL,"https://sanghamithra.org/",NULL,NULL,NULL,"Sanghamithra is a microfinance institution that empowers rural communities, especially women, through financial services such as loans and insurance. They provide credit life insurance and health insurance products to clients, offering comprehensive financial security and peace of mind. Their services also include digital literacy programs and support for small businesses.","MSME","{team:https://sanghamithra.org/publications/rural-management-systems-series-rms/,products:https://sanghamithra.org/services/,about:https://sanghamithra.org/about-us/,homepage:https://sanghamithra.org/}","high","1.00"
842,"Sanmati Properties Ltd.","TEMP-1771699359",NULL,NULL,"https://sanmati-properties-limited.charteredone.com/U70101DL1972PLC006249",NULL,NULL,NULL,"SANMATI PROPERTIES LIMITED is a Non-government company involved in the purchase of activities, with an authorized share capital of Rs. 7,500,000 and a paid-up capital of Rs. 5,000,000.","Not specified on website","{homepage:https://sanmati-properties-limited.charteredone.com/U70101DL1972PLC006249}","low","0.71"
843,"Sanmati Trading & Investment Ltd.","TEMP-1771699361",NULL,NULL,"https://sanmatitradingandinvestment.in/",NULL,NULL,NULL,"Sanmati Trading and Investment Limited is a non-banking financial company (NBFC) that specializes in strategic investment and financial solutions, focusing on investing in a diversified portfolio of financial instruments.","Multi-Product","{about:https://sanmatitradingandinvestment.in/,homepage:https://sanmatitradingandinvestment.in/}","high","1.00"
844,"Sanvin Fincap Pvt. Ltd.","TEMP-1771699363",NULL,NULL,"https://www.sanvinfincap.com/",NULL,NULL,NULL,"Sanvin Fincap is a Delhi-based NBFC registered with the RBI, offering gold loans and other financial services. It was founded in 1995 and has been growing steadily since then. The company aims to cater to the financial needs of people at the bottom of the social pyramid.","Gold Loans","{homepage:https://www.sanvinfincap.com/,team:https://www.sanvinfincap.com/contact-us,products:https://www.sanvinfincap.com/super-flexible,about:https://www.sanvinfincap.com/about-us}","high","1.00"
845,"Sarala Development & Microfinance Private Limited","TEMP-1771699364",NULL,NULL,"https://sarala.co.in/",NULL,NULL,NULL,"Sarala is an NBFC-MFI that provides microfinance services, including loans and insurance products, to individuals and families in rural areas. The organization was founded in 2006 with the goal of providing easily accessible financial solutions to those with limited access to formal financial services. It has since expanded its operations to several states across India.","MSME","{homepage:https://sarala.co.in/,products:https://sarala.co.in/products-pricing/,about:https://sarala.co.in/about-sarala/,team:https://sarala.co.in/contact/}","high","1.00"
846,"Saraogi Commercial (P) Ltd","TEMP-1771699367",NULL,NULL,"https://saraogiuduog.com/about.html",NULL,NULL,NULL,"Saraogi Viniyog is a non-banking finance company (NBFC) providing lending solutions to fellow NBFCs, Corporates, MSMEs, and individuals, particularly women entrepreneurs. They offer various financial products to individuals, body corporates, NBFCs, and MSMEs. Their services include loan products for entrepreneurs and MSMEs.","MSME","{homepage:https://saraogiuduog.com/about.html}","medium","1.00"
847,"Saraogi Viniyog (P) Ltd","TEMP-1771699368",NULL,NULL,"https://saraogiuduog.com/about.html",NULL,NULL,NULL,"Saraogi Viniyog is a non-banking finance company (NBFC) providing lending solutions to fellow NBFCs, Corporates, MSMEs, and individuals, particularly women entrepreneurs. They offer various financial products to individuals, body corporates, NBFCs, and MSMEs. Their services include loan products for entrepreneurs and MSMEs.","MSME","{homepage:https://saraogiuduog.com/about.html}","high","1.00"
848,"Saraswati Securities (P) Ltd.","TEMP-1771699370",NULL,NULL,"https://www.saraswaticommercial.com/details-of-business.asp",NULL,NULL,NULL,"Saraswati Commercial Limited is a public limited company incorporated on January 24, 1983, and engaged in lending and investment activities, including trading in shares and securities.","MSME","{homepage:https://www.saraswaticommercial.com/details-of-business.asp}","high","1.00"
849,"Sark Commercial Co (P) Ltd","TEMP-1771699373",NULL,NULL,"https://sarkandco.in/",NULL,NULL,NULL,"The NBFC provides various financial services including accounting, taxation, statutory audits, and consultancy. It offers calculators for GST, MRP, tax, and other financial tools. The firm has expertise in corporate laws, companies act, and other regulatory matters.","Multi-Product","{products:https://sarkandco.in/resource/Services/Accounting.aspx,homepage:https://sarkandco.in/,team:https://sarkandco.in/resource/Partners.aspx,about:https://sarkandco.in/resource/About_Us.aspx}","medium","0.86"
850,"Sarnimal Investment Ltd.","TEMP-1771699374",NULL,NULL,"https://www.sarnimal.com/",NULL,NULL,NULL,"Sarnimal Investment Limited is a Non Banking Financial Company (NBFC) under the category B, carrying on activities of NBFC by way of lending and advancing money to industrials, commercials and other enterprises.","MSME","{about:https://www.sarnimal.com/company-profile,homepage:https://www.sarnimal.com/}","high","1.00"
851,"Sarva Commercial Pvt. Ltd.","TEMP-1771699376",NULL,NULL,"https://sarvasvacapital.com/home",NULL,NULL,NULL,"Sarvasva Capital Finance Pvt. Ltd. offers gold loans with competitive interest rates, instant approvals, and flexible repayment options. The company provides tailored loan plans for every need, with various schemes available for different loan amounts and tenures. Gold loans are secured and insured, ensuring complete safety and peace of mind.","Gold Loans","{about:https://sarvasvacapital.com/home/aboutus,homepage:https://sarvasvacapital.com/home,team:https://sarvasvacapital.com/home/aboutus}","high","1.00"
852,"Sarvodaya Nano Finance Limited","TEMP-1771699378",NULL,NULL,"http://sarvodayanano.in/",NULL,NULL,NULL,"Sarvodaya Nano Finance Limited is an NBFC that provides credit to rural and semi-rural women, facilitating easy access to credit for neglected and marginalized sections of society. It operates in Tamil Nadu and Puducherry with a focus on empowering women through financial inclusion. The company aims to emerge as a one-stop shop for all financial services in rural/semi-rural markets.","MSME","{homepage:http://sarvodayanano.in/,about:http://sarvodayanano.in/company_information}","high","1.00"
853,"Satin Creditcare Network Limited","TEMP-1771699380",NULL,NULL,"https://satincreditcare.com/",NULL,NULL,NULL,"Satin Creditcare Network Ltd. is an NBFC-MFI that provides microfinance, affordable housing, and MSME lending services to rural and underserved communities across India.","MSME","{products:https://satincreditcare.com/product-portfolio/,team:https://satincreditcare.com/contact-us/,about:https://satincreditcare.com/at-a-glance-microfinance-company/,homepage:https://satincreditcare.com/}","high","1.00"
854,"Satsai Finlease Pvt. Ltd.","TEMP-1771699381",NULL,NULL,"https://www.satsaifinlease.com/",NULL,NULL,NULL,"Satsai Finlease is a registered NBFC providing fast, secure, and transparent loan solutions for individuals and businesses across India. They offer various loan products with minimal documentation and a smooth loan approval process. The company focuses on empowering financial growth since 1996.","MSME","{about:https://www.satsaifinlease.com/about,team:https://www.satsaifinlease.com/our-partner,homepage:https://www.satsaifinlease.com/,products:https://www.satsaifinlease.com/loan-services}","high","1.00"
855,"Satya Microcapital Limited","TEMP-1771699386",NULL,NULL,"https://satyamicrocapital.com/",NULL,NULL,NULL,"SATYA MicroCapital Limited is a Reserve Bank of India (RBI) registered NBFC-MFI that provides microfinance services, including loans to MSMEs and rural women. The company aims to empower 10 million households by 2030 through financial inclusion and sustainable development. It integrates modern technology into its operations to enhance efficiency and elevate customer experience.","MSME","{about:https://satyamicrocapital.com/about/,products:https://satyamicrocapital.com/products/,team:https://satyamicrocapital.com/our-leadership-team/,homepage:https://satyamicrocapital.com/}","high","1.00"
856,"Satyam Finstock Pvt.Ltd.","TEMP-1771699388",NULL,NULL,"https://www.satyamprojectsltd.com.webresearchfoundation.com/",NULL,NULL,NULL,"Satyam Projects Limited is a Non-Banking Finance Company (NBFC) that offers infrastructure services to various sectors, including undertaking projects on a turnkey contract basis and preparing feasibility studies.","MSME","{about:https://www.satyamprojectsltd.com.webresearchfoundation.com/company-profile,homepage:https://www.satyamprojectsltd.com.webresearchfoundation.com/}","high","1.00"
857,"Satyam Securities & Finance Pvt Ltd","TEMP-1771699390",NULL,NULL,"https://www.satyamprojectsltd.com.webresearchfoundation.com/",NULL,NULL,NULL,"Satyam Projects Limited is a Non-Banking Finance Company (NBFC) that offers wide range of infrastructure services to various sectors, including undertaking projects on a turnkey contract basis and preparing feasibility studies both within India and internationally.","MSME","{about:https://www.satyamprojectsltd.com.webresearchfoundation.com/company-profile,homepage:https://www.satyamprojectsltd.com.webresearchfoundation.com/}","high","1.00"
858,"Satyatej Vyapaar Pvt Ltd","TEMP-1771699392",NULL,NULL,"https://vaibhav-vyapaar.com/Fair-Pratices-Code.html",NULL,NULL,NULL,"Vaibhav Vyapaar Private Limited is an NBFC that offers various financial services, including loans, with a focus on ethical and dependable practices. The company has adopted the Fair Practices Code to ensure transparency and fair treatment of customers. It provides loan applications forms in multiple languages and ensures timely processing and disbursement.","MSME","{homepage:https://vaibhav-vyapaar.com/Fair-Pratices-Code.html}","medium","0.86"
859,"Saumya Consultants Ltd","TEMP-1771699394",NULL,NULL,"https://saumyaconsultants.com/",NULL,NULL,NULL,"Saumya Consultants Limited is a distinguished Non-Banking Financial Company (NBFC) with over 25 years of financial excellence, providing loans to businesses and individuals, investing in securities, and enhancing capital growth through strategic investments.","MSME","{products:https://saumyaconsultants.com/index.php/service/,homepage:https://saumyaconsultants.com/,about:https://saumyaconsultants.com/index.php/about/,team:https://saumyaconsultants.com/index.php/service/}","high","1.00"
860,"Savantika Vanijya Pvt. Ltd.","TEMP-1771699396",NULL,NULL,"https://www.savantika.com/",NULL,NULL,NULL,"Savantika Vanijya Pvt. Ltd. is an RBI registered NBFC providing various financial services, including personal loans and top-up loans to individuals with low income or no credit history.","MSME","{homepage:https://www.savantika.com/}","high","1.00"
861,"Savery Transport Finance Limited","TEMP-1771699398",NULL,NULL,"https://savery.co.in/",NULL,NULL,NULL,"Savery Transport Finance Limited is a non-banking financial company that provides hire purchasing financing for two-wheelers across Tamil Nadu, with a focus on serving small businesses and rural communities.","MSME","{homepage:https://savery.co.in/}","high","1.00"
862,"Sawini Finvest Private Limited","TEMP-1771699400",NULL,NULL,"https://sawini-finvest-private-limited.charteredone.com/U67190MH1995PTC085334",NULL,NULL,NULL,"SAWINI FINVEST PRIVATE LIMITED is a Non-government company involved in Activities Auxiliary To Financial Intermediation N.E.C. and provides financial advisory services.","MSME","{homepage:https://sawini-finvest-private-limited.charteredone.com/U67190MH1995PTC085334}","medium","0.86"
863,"Sayyam Investments Pvt. Ltd.","TEMP-1771699403",NULL,NULL,"https://www.sayyaminvestments.in/",NULL,NULL,NULL,"Sayyam Investments is an RBI registered NBFC that specializes in personal loans, offering loans of up to Rs. 2,50,000 within minutes through its digital lending platform, PayRupik.","Consumer","{homepage:https://www.sayyaminvestments.in/,team:https://www.sayyaminvestments.in/contact.html}","high","1.00"
864,"SBFC Finance Limited","TEMP-1771699404",NULL,NULL,"https://www.sbfc.com/",NULL,NULL,NULL,"The SBFC is an NBFC that values privacy and uses cookies to enhance user experience. It provides various financial services, but the website does not specify its core business or loan products.","Not specified on website","{about:https://www.sbfc.com/about,products:https://www.sbfc.com/loans,homepage:https://www.sbfc.com/,team:https://www.sbfc.com/team}","medium","0.86"
865,"SBI Factors Limited (Earlier known as SBI Global Factors Limited)","TEMP-1771699406",NULL,NULL,"https://www.sbifactors.in/",NULL,NULL,NULL,"SBI Factors Ltd is a Non Banking Financial Company providing Domestic and Export Factoring services under one roof, aiming to be India's premier factoring company.","MSME","{homepage:https://www.sbifactors.in/,products:https://www.sbifactors.in/products/domestic-factoring,about:https://www.sbifactors.in/about-us,team:https://www.sbifactors.in/contact}","high","1.00"
866,"Scintilla Commercial & Credit Ltd","TEMP-1771699408",NULL,NULL,"https://www.scintilla.co.in/",NULL,NULL,NULL,"Scintilla Commercial & Credit Limited is a Non-Banking Financial Company (NBFC) registered under the Companies Act, 1956, providing loans and advances, investment in shares of other companies.","MSME","{homepage:https://www.scintilla.co.in/}","high","1.00"
867,"Scoreme Account Aggregation Solutions Private Limited","TEMP-1771699409",NULL,NULL,"https://www.scoremeaa.com/grievance-redressal-policy.html",NULL,NULL,NULL,"ScoremeAA is a Non-Banking Financial Company - Account Aggregator (NBFC-AA) that provides account aggregation solutions and addresses customer complaints through a well-structured grievance redressal process.","MSME","{homepage:https://www.scoremeaa.com/grievance-redressal-policy.html}","high","1.00"
868,"Scud Finlease Ltd.","TEMP-1771699411",NULL,NULL,"https://www.superiorfinlease.com/",NULL,NULL,NULL,"Superior Finlease Private Limited is an NBFC that aims to improve the business of its partners by offering a loan platform, providing various types of loans for accelerating businesses and modern services. The company's goal is to make every company a provider of financial services, making banks invisible to consumers. It offers digital loans with competitive rates and secure processes.","MSME","{team:https://www.superiorfinlease.com/contact-us/,homepage:https://www.superiorfinlease.com/,about:https://www.superiorfinlease.com/about-us/,products:https://www.superiorfinlease.com/loan-re-payment/}","high","1.00"
869,"Securis Finance Private Limited","TEMP-1771699413",NULL,NULL,"https://www.securis.in/",NULL,NULL,NULL,"Securis Finance is an NBFC that provides personal loans for college students, offering flexible and affordable financing options to help them pursue higher education.","MSME","{homepage:https://www.securis.in/}","high","1.00"
870,"Seeds Fincap Private Limited","TEMP-1771699415",NULL,NULL,"https://www.seedsfincap.com/",NULL,NULL,NULL,"Seeds Fincap Pvt. Ltd is a non-deposit-taking NBFC that aims to serve micro, small, and medium enterprises (MSMEs) in India by providing financing solutions.","MSME","{homepage:https://www.seedsfincap.com/}","high","1.00"
871,"Servitium Micro Finance Private Limited","TEMP-1771699417",NULL,NULL,"https://servitium.in/about-us/",NULL,NULL,NULL,"SEBA RAHARA is an NBFC-MFI that provides microfinance loans to SME/MSME businesses, with a focus on quality service delivery and catering to niche service recipients. The company has acquired an existing NBFC named SUNFLAG MERCHANTS PRIVATE LIMITED and was granted the NBFC-MFI licence in 2022. SEBA RAHARA's management team includes experienced professionals from UCO Bank and other financial institutions.","MSME","{team:https://servitium.in/about-us/management-team/,products:https://servitium.in/products/group-lending/,homepage:https://servitium.in/about-us/,about:https://servitium.in/about-us/company-profile/}","medium","0.86"
872,"Setia Auto Finance Private Ltd.","TEMP-1771699419",NULL,NULL,"https://www.setiafinance.com/",NULL,NULL,NULL,"Setia Auto Finance Private Limited is a finance company that provides various loan products, including commercial vehicle loans, car loans, loan against property, and SME loans. It was registered under the Reserve Bank of India as an NBFC in 1996. The company aims to provide financial services to individuals and businesses.","SME Loan","{homepage:https://www.setiafinance.com/}","low","0.86"
873,"Seyad Shariat Finance Limited","TEMP-1771699422",NULL,NULL,"https://shariatfinance.com/",NULL,NULL,NULL,"Seyad Shariat Finance Limited is a Deposit taking Non-Banking financial Company that provides various loan products, including property loans and vehicle loans, with the aim of empowering people to deliver good innovation to the world's best companies.","Multi-Product","{homepage:https://shariatfinance.com/,about:https://shariatfinance.com/about-us/,products:https://shariatfinance.com/ombudsman-nbfc/,team:https://shariatfinance.com/about-us/management-details/}","high","1.00"
874,"SGS Fintech Private Limited","TEMP-1771699424",NULL,NULL,"https://sgsfintech.com/",NULL,NULL,NULL,"SGS Fintech provides business loans to Corporates, Sole Proprietorship, and MSMEs, classified as Investment and Credit Company (NBFC-ICC) - Non Deposit taking Non Systemically Important.","MSME","{products:https://sgsfintech.com/loan-to-directors-senior-officers/,homepage:https://sgsfintech.com/,team:https://sgsfintech.com/about-management/,about:https://sgsfintech.com/about-us/}","medium","1.00"
875,"Shabros Fin-Vest Private Limited","TEMP-1771699426",NULL,NULL,"https://www.shabrosfinvest.com/",NULL,NULL,NULL,"Shabros Finvest is an NBFC that offers various types of loans, including personal loans, business loans, and loans against property. They aim to empower people to enrich their lives through financial assistance. The company has been in operation since 1995 and acquired a license from the Reserve Bank of India in 2001.","Multi-Product","{homepage:https://www.shabrosfinvest.com/}","medium","0.86"
876,"Shaha Finlease Private Limited","TEMP-1771699427",NULL,NULL,"https://www.shahafinlease.com/",NULL,NULL,NULL,"Shaha Finlease Pvt Ltd is an NBFC that acquires and manages retail NPA books, providing debt management and credit solutions to customers across the country.","Multi-Product","{homepage:https://www.shahafinlease.com/,team:https://www.shahafinlease.com/contact-us,about:https://www.shahafinlease.com/about-us}","high","1.00"
877,"Shakambari Trading Pvt Ltd","TEMP-1771699430",NULL,NULL,"https://shakambari.info/termsCondition",NULL,NULL,NULL,"Shakambari Trading Pvt. Ltd. is an NBFC that offers loan, credit, and allied financial facilities to borrowers. It provides a range of services including loan agreements, key fact statements, and repayment options. The company operates under RBI guidelines for Non-Banking Financial Companies (NBFCs) and its Fair Practices Code (FPC).","MSME","{homepage:https://shakambari.info/termsCondition}","medium","0.86"
878,"Shakti Suppliers Pvt Ltd","TEMP-1771699432",NULL,NULL,"https://www.retailershakti.com/aboutus",NULL,NULL,NULL,"RetailerShakti is a B2B wholesale marketplace for retailers, providing organized inventory, technology, and finance to empower neighbourhood retailers. It offers a wide range of products at competitive prices, with the option for online payment and financing through NBFCs. The platform aims to create India's most reliable retailing ecosystem.","MSME","{homepage:https://www.retailershakti.com/aboutus,products:https://www.retailershakti.com/service_request/listview/SR,team:https://www.retailershakti.com/contactus,about:https://www.retailershakti.com/aboutus}","medium","0.86"
879,"Shalibhadra Capital Market Limited","TEMP-1771699434",NULL,NULL,"https://www.shalibhadrafinance.com/",NULL,NULL,NULL,"Shalibhadra Finance Limited is a BSE listed Non Banking Financial Company (NBFC) focusing on rural, semi-urban & other under banked geographies of Gujarat, Maharashtra & Madhya Pradesh. It offers customized retail products such as financing New & Used Two wheelers, Auto rickshaws, Four-wheelers & consumer durables. The company aims to cater to the diverse financial needs of rural India.","MSME","{homepage:https://www.shalibhadrafinance.com/,products:https://www.shalibhadrafinance.com/,team:https://www.shalibhadrafinance.com/sourcing-partners/}","high","1.00"
880,"Share Microfin Ltd","TEMP-1771699435",NULL,NULL,"https://www.sharemicrofin.com/",NULL,NULL,NULL,"SHARE Microfin Limited is an NBFC-MFI that provides microcredit and financial services to low-income communities, supporting income generation and advancement in the quality of life for themselves and their families. It offers collateral-free loans to individuals, particularly women, across India with a major focus on rural and semi-urban geographies. The company aims to improve the quality of life of the poor by providing access to financial and support services.","MSME","{team:https://www.sharemicrofin.com/About/Leadership,products:https://www.sharemicrofin.com/Approach/Products,about:https://www.sharemicrofin.com/About,homepage:https://www.sharemicrofin.com/}","high","1.00"
881,"Shareware Finvin Pvt Ltd","TEMP-1771699437",NULL,NULL,"https://finvin.co.in/",NULL,NULL,NULL,"Finvin Turnaround and Restructuring Private limited is an Insolvency Professional Entity recognized by Insolvency and Bankruptcy Board of India (IBBI) engaged in providing support services to its affiliated Insolvency Professionals and to act as Insolvency Professional. They offer end-to-end services to Banks, NBFCs, Co-operative Banks, ARCs as well as Distressed Funds.","MSME","{about:https://finvin.co.in/about,products:https://finvin.co.in/services,homepage:https://finvin.co.in/,team:https://finvin.co.in/contacts}","medium","1.00"
882,"Shashank Finvest (P) Ltd","TEMP-1771699440",NULL,NULL,"https://shashank-finvest-pvt-ltd.charteredone.com/U65999WB1996PTC080442",NULL,NULL,NULL,"SHASHANK FINVEST PVT LTD is a private limited company that provides investment and financial services, including non-operating financial holding companies (investment companies) and other financial activities.","MSME","{homepage:https://shashank-finvest-pvt-ltd.charteredone.com/U65999WB1996PTC080442}","medium","0.86"
883,"Sherya Portfolio Pvt. Ltd.","TEMP-1771699442",NULL,NULL,"https://sherya-portfolio-private-limited.charteredone.com/U74899DL1993PTC051682",NULL,NULL,NULL,"SHERYA PORTFOLIO PRIVATE LIMITED is a private limited company incorporated in India, involved in various compliances and registrations related to corporate affairs, tax, and audit services.","Not specified on website","{homepage:https://sherya-portfolio-private-limited.charteredone.com/U74899DL1993PTC051682}","medium","0.86"
884,"Shimla Investment And Management Servicers Private Limited","TEMP-1771699443",NULL,NULL,"https://shimla-investment-and-management-servicers-pvt-ltd.charteredone.com/U67120KL1991PTC039422",NULL,NULL,NULL,"SHIMLA INVESTMENT AND MANAGEMENT SERVICERS PVT LTD is a private limited company that provides security dealing activities, including stock broking and related services.","MSME","{homepage:https://shimla-investment-and-management-servicers-pvt-ltd.charteredone.com/U67120KL1991PTC039422}","medium","0.86"
885,"Shine Blue Hire Purchase Private Limited","TEMP-1771699445",NULL,NULL,"https://www.shinebluehpl.com/",NULL,NULL,NULL,"Shine Blue Hire Purchase Pvt. Ltd. is a Non-Banking Financial Institution (NBFC) that provides vehicle loans, tractor loans, and MSME loans to customers in semi-urban and rural areas, focusing on growth and financial inclusivity.","MSME","{about:https://www.shinebluehpl.com/about-us,products:https://www.shinebluehpl.com/products,team:https://www.shinebluehpl.com/our-team,homepage:https://www.shinebluehpl.com/}","high","1.00"
886,"Shradha Projects Ltd","TEMP-1771699448",NULL,NULL,"https://www.shradhaprojects.com/",NULL,NULL,NULL,"Shradha Projects Limited is a Non Banking Financial Company (NBFC) providing financial and investment services.","MSME","{homepage:https://www.shradhaprojects.com/}","high","1.00"
887,"Shravan Finance And Estates (P)  Ltd.","TEMP-1771699449",NULL,NULL,"https://shravan-finance-and-estates-private-limited.charteredone.com/U65993TG1991PTC012827",NULL,NULL,NULL,"SHRAVAN FINANCE AND ESTATES PRIVATE LIMITED is a Non-government company involved in Activities Of Chit Fund/Kuri Companies. It provides financial services and has been incorporated for 34 years. The company's authorized share capital is Rs. 20,000,000 and its paid-up capital is Rs. 6,434,200.","MSME","{homepage:https://shravan-finance-and-estates-private-limited.charteredone.com/U65993TG1991PTC012827}","medium","0.86"
888,"Shree Bahubali Commoditis Pvt Ltd","TEMP-1771699451",NULL,NULL,"https://kyc.bahubali.co.in/",NULL,NULL,NULL,"Bahubali is a stock broking and demat account online service provider that offers trading, derivatives, commodities, depository services, and mutual funds. It also provides loan against shares and IPO distribution services. The company acts as a distributor for mutual funds and offers broking and DP services.","Multi-Product","{homepage:https://kyc.bahubali.co.in/}","medium","0.86"
889,"Shree Bahubali Corporation Ltd","TEMP-1771699453",NULL,NULL,"https://kyc.bahubali.co.in/",NULL,NULL,NULL,"Bahubali is a stock broking and demat account online service provider that offers trading, derivatives, commodities, depository services, and mutual funds. It also provides loan against shares and IPO distribution services. The company aims to create an environment where investors' interests come first.","Multi-Product","{homepage:https://kyc.bahubali.co.in/}","medium","0.86"
890,"Shree Marikamba Micro Finance Private Limited","TEMP-1771699457",NULL,NULL,"https://shreemarikambafinance.in/",NULL,NULL,NULL,"Shree Marikamba Micro Finance Pvt. Ltd. is a microfinance company that provides credit to women, farmers, youth, and other needy people for enabling them to raise their income and standard of living.","MSME","{team:https://shreemarikambafinance.in/contact/,products:https://shreemarikambafinance.in/,about:https://shreemarikambafinance.in/about/,homepage:https://shreemarikambafinance.in/}","high","1.00"
891,"Shree Naivedya Fincom Pvt.Ltd.","TEMP-1771699459",NULL,NULL,"https://shree-naivedya-fincom-private-limited.charteredone.com/U67120MP1993PTC023189",NULL,NULL,NULL,"SHREE NAIVEDYA FINCOM PRIVATE LIMITED is a private limited company incorporated in India, involved in security dealing activities, and provides various financial services.","MSME","{homepage:https://shree-naivedya-fincom-private-limited.charteredone.com/U67120MP1993PTC023189}","medium","0.86"
892,"Shree Shyam  Management  &  Investment  Pvt, Ltd.","TEMP-1771699460",NULL,NULL,"https://shreesmi.in/",NULL,NULL,NULL,"Shree Shyam Management & Investment Pvt. Ltd. is an RBI-approved NBFC offering fast, flexible, and secure financial solutions to individuals and businesses across India.","MSME","{homepage:https://shreesmi.in/,team:https://shreesmi.in/contact,products:https://shreesmi.in/service,about:https://shreesmi.in/about}","high","1.00"
893,"Shree Shyam Financial Consultants Pvt Ltd","TEMP-1771699462",NULL,NULL,"https://shreesmi.in/",NULL,NULL,NULL,"Shree Shyam Management & Investment Pvt. Ltd. is an RBI-approved NBFC offering fast, flexible, and secure financial solutions to individuals and businesses across India.","MSME","{homepage:https://shreesmi.in/,team:https://shreesmi.in/contact,products:https://shreesmi.in/service,about:https://shreesmi.in/about}","medium","1.00"
894,"Shree Shyam Promoters (P) Ltd.","TEMP-1771699464",NULL,NULL,"https://shreesmi.in/",NULL,NULL,NULL,"Shree Shyam Management & Investment Pvt. Ltd. is an RBI-approved NBFC offering fast, flexible, and secure financial solutions to individuals and businesses across India.","MSME","{homepage:https://shreesmi.in/,team:https://shreesmi.in/contact,products:https://shreesmi.in/service,about:https://shreesmi.in/about}","medium","1.00"
